Time,Chla,Tw,TN,TP,Basin
29-Nov-2013,NaN,NaN,NaN,NaN,21
30-Nov-2013,NaN,NaN,NaN,NaN,21
01-Dec-2013,NaN,NaN,NaN,NaN,21
02-Dec-2013,1.8,7.1,2.488,0.044,21
03-Dec-2013,1.3,7.25,2.219,0.022,21
04-Dec-2013,1.12,5.12,2.3898,0.0128,21
05-Dec-2013,0.475,7.475,1.24,0.02375,21
06-Dec-2013,NaN,NaN,NaN,NaN,21
07-Dec-2013,NaN,NaN,NaN,NaN,21
08-Dec-2013,NaN,NaN,NaN,NaN,21
09-Dec-2013,NaN,NaN,NaN,NaN,21
10-Dec-2013,2,7.4,2.766,0.044,21
11-Dec-2013,1.56,5.1,2.101,0.0258,21
12-Dec-2013,1.625,4.7,2.66125,0.02,21
13-Dec-2013,NaN,NaN,NaN,NaN,21
14-Dec-2013,NaN,NaN,NaN,NaN,21
15-Dec-2013,NaN,NaN,NaN,NaN,21
16-Dec-2013,NaN,NaN,NaN,NaN,21
17-Dec-2013,NaN,NaN,NaN,NaN,21
18-Dec-2013,NaN,NaN,NaN,NaN,21
19-Dec-2013,NaN,NaN,NaN,NaN,21
20-Dec-2013,NaN,NaN,NaN,NaN,21
21-Dec-2013,NaN,NaN,NaN,NaN,21
22-Dec-2013,NaN,NaN,NaN,NaN,21
23-Dec-2013,NaN,NaN,NaN,NaN,21
24-Dec-2013,NaN,NaN,NaN,NaN,21
25-Dec-2013,NaN,NaN,NaN,NaN,21
26-Dec-2013,NaN,NaN,NaN,NaN,21
27-Dec-2013,NaN,NaN,NaN,NaN,21
28-Dec-2013,NaN,NaN,NaN,NaN,21
29-Dec-2013,NaN,NaN,NaN,NaN,21
30-Dec-2013,NaN,NaN,NaN,NaN,21
31-Dec-2013,NaN,NaN,NaN,NaN,21
01-Jan-2014,NaN,NaN,NaN,NaN,21
02-Jan-2014,NaN,NaN,NaN,NaN,21
03-Jan-2014,NaN,NaN,NaN,NaN,21
04-Jan-2014,NaN,NaN,NaN,NaN,21
05-Jan-2014,NaN,NaN,NaN,NaN,21
06-Jan-2014,0.6,5,1.255,0.005,21
07-Jan-2014,2.76666666666667,4.5,2.41366666666667,0.0296666666666667,21
08-Jan-2014,3.675,3.125,3.08275,0.039,21
09-Jan-2014,2.2,2.175,1.2475,0.02575,21
10-Jan-2014,9.5,2.1,3.1,0.019,21
11-Jan-2014,NaN,NaN,NaN,NaN,21
12-Jan-2014,NaN,NaN,NaN,NaN,21
13-Jan-2014,4.8,2.9,2.89,0.052,21
14-Jan-2014,NaN,NaN,NaN,NaN,21
15-Jan-2014,2.4,1.225,2.60075,0.0175,21
16-Jan-2014,0.9,2.85,1.55975,0.01175,21
17-Jan-2014,NaN,NaN,NaN,NaN,21
18-Jan-2014,NaN,NaN,NaN,NaN,21
19-Jan-2014,NaN,NaN,NaN,NaN,21
20-Jan-2014,NaN,NaN,NaN,NaN,21
21-Jan-2014,4.5,4.2,2.492,0.052,21
22-Jan-2014,0.925,2.65,1.4835,0.01425,21
23-Jan-2014,1.975,3.575,2.39575,0.02275,21
24-Jan-2014,NaN,NaN,NaN,NaN,21
25-Jan-2014,NaN,NaN,NaN,NaN,21
26-Jan-2014,NaN,NaN,NaN,NaN,21
27-Jan-2014,NaN,NaN,NaN,NaN,21
28-Jan-2014,NaN,NaN,NaN,NaN,21
29-Jan-2014,NaN,NaN,NaN,NaN,21
30-Jan-2014,NaN,NaN,NaN,NaN,21
31-Jan-2014,NaN,NaN,NaN,NaN,21
01-Feb-2014,NaN,NaN,NaN,NaN,21
02-Feb-2014,NaN,NaN,NaN,NaN,21
03-Feb-2014,40,8.2,2.96,0.074,21
04-Feb-2014,0.9,5,1.466,0.026,21
05-Feb-2014,3.15,1.65,1.9905,0.025,21
06-Feb-2014,1.225,4.225,1.47975,0.017,21
07-Feb-2014,NaN,NaN,NaN,NaN,21
08-Feb-2014,NaN,NaN,NaN,NaN,21
09-Feb-2014,NaN,NaN,NaN,NaN,21
10-Feb-2014,3.15,5.3,2.178,0.034,21
11-Feb-2014,38.5,5.3,3.226,0.074,21
12-Feb-2014,2.3,4.4,2.0856,0.0148,21
13-Feb-2014,2.85,5.15,1.99825,0.01375,21
14-Feb-2014,NaN,NaN,NaN,NaN,21
15-Feb-2014,NaN,NaN,NaN,NaN,21
16-Feb-2014,NaN,NaN,NaN,NaN,21
17-Feb-2014,27.8,5.9,3.257,0.067,21
18-Feb-2014,NaN,NaN,NaN,NaN,21
19-Feb-2014,1.55,4.375,1.8455,0.02,21
20-Feb-2014,1.225,6.8,1.64425,0.0145,21
21-Feb-2014,NaN,NaN,NaN,NaN,21
22-Feb-2014,NaN,NaN,NaN,NaN,21
23-Feb-2014,NaN,NaN,NaN,NaN,21
24-Feb-2014,NaN,NaN,NaN,NaN,21
25-Feb-2014,16.6,8.5,2.922,0.056,21
26-Feb-2014,1.55,6.2,1.62125,0.0175,21
27-Feb-2014,4.75,10.6,1.87375,0.02825,21
28-Feb-2014,NaN,NaN,NaN,NaN,21
01-Mar-2014,NaN,NaN,NaN,NaN,21
02-Mar-2014,NaN,NaN,NaN,NaN,21
03-Mar-2014,20.1,10.5,3.562,0.065,21
04-Mar-2014,13.55,10.1,1.6395,0.0165,21
05-Mar-2014,3.9,7.74,2.0814,0.0236,21
06-Mar-2014,0.84,7.14,1.328,0.0146,21
07-Mar-2014,NaN,NaN,NaN,NaN,21
08-Mar-2014,NaN,NaN,NaN,NaN,21
09-Mar-2014,NaN,NaN,NaN,NaN,21
10-Mar-2014,NaN,NaN,NaN,NaN,21
11-Mar-2014,27.5,10.2,3.144,0.068,21
12-Mar-2014,0.85,6.275,1.4725,0.01575,21
13-Mar-2014,33.15,6.875,3.96475,0.114,21
14-Mar-2014,NaN,NaN,NaN,NaN,21
15-Mar-2014,NaN,NaN,NaN,NaN,21
16-Mar-2014,NaN,NaN,NaN,NaN,21
17-Mar-2014,4.3,10.6,3.433,0.038,21
18-Mar-2014,NaN,NaN,NaN,NaN,21
19-Mar-2014,3.975,11.7,3.62825,0.01975,21
20-Mar-2014,1.1,9,1.665,0.01075,21
21-Mar-2014,NaN,NaN,NaN,NaN,21
22-Mar-2014,NaN,NaN,NaN,NaN,21
23-Mar-2014,NaN,NaN,NaN,NaN,21
24-Mar-2014,NaN,NaN,NaN,NaN,21
25-Mar-2014,22.2,13.7,3.499,0.042,21
26-Mar-2014,1.85,11,1.54375,0.014,21
27-Mar-2014,8.75,15.4,3.896,0.03325,21
28-Mar-2014,NaN,NaN,NaN,NaN,21
29-Mar-2014,NaN,NaN,NaN,NaN,21
30-Mar-2014,NaN,NaN,NaN,NaN,21
31-Mar-2014,NaN,NaN,NaN,NaN,21
01-Apr-2014,3.1,15.8,3.085,0.031,21
02-Apr-2014,NaN,NaN,NaN,NaN,21
03-Apr-2014,4.43333333333333,14.9333333333333,3.34166666666667,0.0236666666666667,21
04-Apr-2014,1.325,12,1.52025,0.0105,21
05-Apr-2014,NaN,NaN,NaN,NaN,21
06-Apr-2014,NaN,NaN,NaN,NaN,21
07-Apr-2014,NaN,NaN,NaN,NaN,21
08-Apr-2014,4.33333333333333,16.4,2.455,0.0263333333333333,21
09-Apr-2014,1.6,13.325,1.436,0.01675,21
10-Apr-2014,7.325,16.575,3.16425,0.0305,21
11-Apr-2014,NaN,NaN,NaN,NaN,21
12-Apr-2014,NaN,NaN,NaN,NaN,21
13-Apr-2014,NaN,NaN,NaN,NaN,21
14-Apr-2014,8,16.5,2.633,0.034,21
15-Apr-2014,NaN,NaN,NaN,NaN,21
16-Apr-2014,4.075,17.475,2.58375,0.03325,21
17-Apr-2014,1.925,15.775,1.3375,0.01525,21
18-Apr-2014,NaN,NaN,NaN,NaN,21
19-Apr-2014,NaN,NaN,NaN,NaN,21
20-Apr-2014,NaN,NaN,NaN,NaN,21
21-Apr-2014,NaN,NaN,NaN,NaN,21
22-Apr-2014,22.4,19.9,3.684,0.04,21
23-Apr-2014,1.775,17.2,1.485,0.01725,21
24-Apr-2014,6.2,18.9333333333333,3.91666666666667,0.029,21
25-Apr-2014,NaN,NaN,NaN,NaN,21
26-Apr-2014,NaN,NaN,NaN,NaN,21
27-Apr-2014,NaN,NaN,NaN,NaN,21
28-Apr-2014,NaN,NaN,NaN,NaN,21
29-Apr-2014,NaN,NaN,NaN,NaN,21
30-Apr-2014,NaN,NaN,NaN,NaN,21
01-May-2014,NaN,NaN,NaN,NaN,21
02-May-2014,NaN,NaN,NaN,NaN,21
03-May-2014,NaN,NaN,NaN,NaN,21
04-May-2014,NaN,NaN,NaN,NaN,21
05-May-2014,0.8,15,0.904,0.009,21
06-May-2014,NaN,NaN,NaN,NaN,21
07-May-2014,NaN,NaN,NaN,NaN,21
08-May-2014,NaN,NaN,NaN,NaN,21
09-May-2014,NaN,NaN,NaN,NaN,21
10-May-2014,NaN,NaN,NaN,NaN,21
11-May-2014,NaN,NaN,NaN,NaN,21
12-May-2014,12.4,20.7,2.452,0.043,21
13-May-2014,4.96666666666667,21.1666666666667,2.05433333333333,0.021,21
14-May-2014,4.925,18.025,2.03925,0.02675,21
15-May-2014,1.25,17.7,1.35175,0.0145,21
16-May-2014,NaN,NaN,NaN,NaN,21
17-May-2014,NaN,NaN,NaN,NaN,21
18-May-2014,NaN,NaN,NaN,NaN,21
19-May-2014,NaN,NaN,NaN,NaN,21
20-May-2014,23.8,22.2,2.079,0.047,21
21-May-2014,2.325,18.65,1.375,0.014,21
22-May-2014,5.675,23.025,1.10875,0.0265,21
23-May-2014,NaN,NaN,NaN,NaN,21
24-May-2014,NaN,NaN,NaN,NaN,21
25-May-2014,NaN,NaN,NaN,NaN,21
26-May-2014,16.3,23.7,1.677,0.028,21
27-May-2014,NaN,NaN,NaN,NaN,21
28-May-2014,7.275,20.875,1.07,0.0255,21
29-May-2014,1.825,23.575,1.47825,0.01325,21
30-May-2014,NaN,NaN,NaN,NaN,21
31-May-2014,NaN,NaN,NaN,NaN,21
01-Jun-2014,NaN,NaN,NaN,NaN,21
02-Jun-2014,0.9,21,0.62,0.038,21
03-Jun-2014,NaN,NaN,NaN,NaN,21
04-Jun-2014,NaN,NaN,NaN,NaN,21
05-Jun-2014,12.6,22.05,1.5955,0.042,21
06-Jun-2014,NaN,NaN,NaN,NaN,21
07-Jun-2014,NaN,NaN,NaN,NaN,21
08-Jun-2014,NaN,NaN,NaN,NaN,21
09-Jun-2014,36.2,23.4,1.786,0.052,21
10-Jun-2014,3.7,24,1.406,0.015,21
11-Jun-2014,6.4,21.25,1.30725,0.02575,21
12-Jun-2014,1.25,18.375,1.47,0.0145,21
13-Jun-2014,NaN,NaN,NaN,NaN,21
14-Jun-2014,NaN,NaN,NaN,NaN,21
15-Jun-2014,NaN,NaN,NaN,NaN,21
16-Jun-2014,NaN,NaN,NaN,NaN,21
17-Jun-2014,24.2,24.7,1.63,0.058,21
18-Jun-2014,1.4,20.225,1.5805,0.0125,21
19-Jun-2014,4.875,25.575,1.0655,0.04125,21
20-Jun-2014,NaN,NaN,NaN,NaN,21
21-Jun-2014,NaN,NaN,NaN,NaN,21
22-Jun-2014,NaN,NaN,NaN,NaN,21
23-Jun-2014,20.6,25.1,1.269,0.041,21
24-Jun-2014,NaN,NaN,NaN,NaN,21
25-Jun-2014,7.575,23.775,1.51925,0.04725,21
26-Jun-2014,1.35,22.775,1.575,0.014,21
27-Jun-2014,NaN,NaN,NaN,NaN,21
28-Jun-2014,NaN,NaN,NaN,NaN,21
29-Jun-2014,NaN,NaN,NaN,NaN,21
30-Jun-2014,NaN,NaN,NaN,NaN,21
01-Jul-2014,1.2,25,0.73,0.046,21
02-Jul-2014,36.3,27.3,1.693,0.053,21
03-Jul-2014,2.45,19.05,1.73225,0.03125,21
04-Jul-2014,10.025,23.85,1.75075,0.0395,21
05-Jul-2014,NaN,NaN,NaN,NaN,21
06-Jul-2014,NaN,NaN,NaN,NaN,21
07-Jul-2014,14.2,24.7,1.64,0.038,21
08-Jul-2014,5.1,23.4,1.762,0.066,21
09-Jul-2014,7.775,24.025,1.69425,0.03775,21
10-Jul-2014,1.825,20.05,1.432,0.016,21
11-Jul-2014,NaN,NaN,NaN,NaN,21
12-Jul-2014,NaN,NaN,NaN,NaN,21
13-Jul-2014,NaN,NaN,NaN,NaN,21
14-Jul-2014,NaN,NaN,NaN,NaN,21
15-Jul-2014,21.5,27.5,1.434,0.039,21
16-Jul-2014,3.55,23.6833333333333,1.16166666666667,0.0181666666666667,21
17-Jul-2014,9.375,25.175,1.3505,0.04425,21
18-Jul-2014,NaN,NaN,NaN,NaN,21
19-Jul-2014,NaN,NaN,NaN,NaN,21
20-Jul-2014,NaN,NaN,NaN,NaN,21
21-Jul-2014,13,28.1,1.459,0.035,21
22-Jul-2014,NaN,NaN,NaN,NaN,21
23-Jul-2014,3.825,25.95,0.912,0.0285,21
24-Jul-2014,1.075,25.7,1.32675,0.0145,21
25-Jul-2014,NaN,NaN,NaN,NaN,21
26-Jul-2014,NaN,NaN,NaN,NaN,21
27-Jul-2014,NaN,NaN,NaN,NaN,21
28-Jul-2014,NaN,NaN,NaN,NaN,21
29-Jul-2014,NaN,NaN,NaN,NaN,21
30-Jul-2014,NaN,NaN,NaN,NaN,21
31-Jul-2014,NaN,NaN,NaN,NaN,21
01-Aug-2014,NaN,NaN,NaN,NaN,21
02-Aug-2014,NaN,NaN,NaN,NaN,21
03-Aug-2014,NaN,NaN,NaN,NaN,21
04-Aug-2014,NaN,NaN,NaN,NaN,21
05-Aug-2014,NaN,NaN,NaN,NaN,21
06-Aug-2014,NaN,NaN,NaN,NaN,21
07-Aug-2014,3.66666666666667,24.1666666666667,2.499,0.087,21
08-Aug-2014,9.6,22.6,6.058,0.138,21
09-Aug-2014,NaN,NaN,NaN,NaN,21
10-Aug-2014,NaN,NaN,NaN,NaN,21
11-Aug-2014,NaN,NaN,NaN,NaN,21
12-Aug-2014,NaN,NaN,NaN,NaN,21
13-Aug-2014,NaN,NaN,NaN,NaN,21
14-Aug-2014,NaN,NaN,NaN,NaN,21
15-Aug-2014,NaN,NaN,NaN,NaN,21
16-Aug-2014,NaN,NaN,NaN,NaN,21
17-Aug-2014,NaN,NaN,NaN,NaN,21
18-Aug-2014,NaN,NaN,NaN,NaN,21
19-Aug-2014,NaN,NaN,NaN,NaN,21
20-Aug-2014,3.5,19.775,1.199,0.02675,21
21-Aug-2014,5.63333333333333,21.5666666666667,2.578,0.149,21
22-Aug-2014,NaN,NaN,NaN,NaN,21
23-Aug-2014,NaN,NaN,NaN,NaN,21
24-Aug-2014,NaN,NaN,NaN,NaN,21
25-Aug-2014,NaN,NaN,NaN,NaN,21
26-Aug-2014,3.55,22.05,2.43775,0.0865,21
27-Aug-2014,9.175,19.8,1.079,0.02925,21
28-Aug-2014,4,21.7,2.356,0.051,21
29-Aug-2014,NaN,NaN,NaN,NaN,21
30-Aug-2014,NaN,NaN,NaN,NaN,21
31-Aug-2014,NaN,NaN,NaN,NaN,21
01-Sep-2014,1.1,19,0.721,0.009,21
02-Sep-2014,10.3,24.3,2.847,0.045,21
03-Sep-2014,7.64,20.86,1.7012,0.0186,21
04-Sep-2014,6.425,23.775,2.5745,0.06675,21
05-Sep-2014,2.7,23.65,1.9605,0.0405,21
06-Sep-2014,NaN,NaN,NaN,NaN,21
07-Sep-2014,NaN,NaN,NaN,NaN,21
08-Sep-2014,NaN,NaN,NaN,NaN,21
09-Sep-2014,NaN,NaN,NaN,NaN,21
10-Sep-2014,NaN,NaN,NaN,NaN,21
11-Sep-2014,NaN,NaN,NaN,NaN,21
12-Sep-2014,10.8,24.15,2.2075,0.0275,21
13-Sep-2014,NaN,NaN,NaN,NaN,21
14-Sep-2014,NaN,NaN,NaN,NaN,21
15-Sep-2014,14.3,24.1,2.513,0.032,21
16-Sep-2014,NaN,NaN,NaN,NaN,21
17-Sep-2014,7.625,21.875,1.984,0.02675,21
18-Sep-2014,1.05,20.925,1.04975,0.01925,21
19-Sep-2014,NaN,NaN,NaN,NaN,21
20-Sep-2014,NaN,NaN,NaN,NaN,21
21-Sep-2014,NaN,NaN,NaN,NaN,21
22-Sep-2014,NaN,NaN,NaN,NaN,21
23-Sep-2014,25.6,23.2,2.24,0.036,21
24-Sep-2014,NaN,NaN,NaN,NaN,21
25-Sep-2014,2.3,19.325,1.10825,0.0255,21
26-Sep-2014,3.575,21.3,2.3775,0.045,21
27-Sep-2014,NaN,NaN,NaN,NaN,21
28-Sep-2014,NaN,NaN,NaN,NaN,21
29-Sep-2014,NaN,NaN,NaN,NaN,21
30-Sep-2014,NaN,NaN,NaN,NaN,21
01-Oct-2014,0.9,19,0.912,0.011,21
02-Oct-2014,10.4,21.85,1.958,0.049,21
03-Oct-2014,NaN,NaN,NaN,NaN,21
04-Oct-2014,NaN,NaN,NaN,NaN,21
05-Oct-2014,NaN,NaN,NaN,NaN,21
06-Oct-2014,NaN,NaN,NaN,NaN,21
07-Oct-2014,1.525,18.2,0.87825,0.01925,21
08-Oct-2014,4.8,19.62,2.2636,0.019,21
09-Oct-2014,NaN,NaN,NaN,NaN,21
10-Oct-2014,36.6,21.3,2.028,0.036,21
11-Oct-2014,NaN,NaN,NaN,NaN,21
12-Oct-2014,NaN,NaN,NaN,NaN,21
13-Oct-2014,21.7,19.3,1.875,0.037,21
14-Oct-2014,NaN,NaN,NaN,NaN,21
15-Oct-2014,2.825,16.375,2.0295,0.0265,21
16-Oct-2014,1.175,16.475,1.032,0.0155,21
17-Oct-2014,NaN,NaN,NaN,NaN,21
18-Oct-2014,NaN,NaN,NaN,NaN,21
19-Oct-2014,NaN,NaN,NaN,NaN,21
20-Oct-2014,NaN,NaN,NaN,NaN,21
21-Oct-2014,10,18.2,1.869,0.04,21
22-Oct-2014,2.275,14.825,1.2785,0.0355,21
23-Oct-2014,5.675,16.75,2.39125,0.05,21
24-Oct-2014,NaN,NaN,NaN,NaN,21
25-Oct-2014,NaN,NaN,NaN,NaN,21
26-Oct-2014,NaN,NaN,NaN,NaN,21
27-Oct-2014,2.4,16.9,2.39,0.037,21
28-Oct-2014,NaN,NaN,NaN,NaN,21
29-Oct-2014,2.575,13.625,2.33,0.019,21
30-Oct-2014,1.075,15.65,1.31325,0.018,21
31-Oct-2014,NaN,NaN,NaN,NaN,21
01-Nov-2014,NaN,NaN,NaN,NaN,21
02-Nov-2014,NaN,NaN,NaN,NaN,21
03-Nov-2014,2.7,14.65,2.2765,0.0945,21
04-Nov-2014,1.55,12.85,1.3925,0.021,21
05-Nov-2014,0.8,13.25,1.005,0.01225,21
06-Nov-2014,1.7,13.725,2.163,0.0155,21
07-Nov-2014,NaN,NaN,NaN,NaN,21
08-Nov-2014,NaN,NaN,NaN,NaN,21
09-Nov-2014,NaN,NaN,NaN,NaN,21
10-Nov-2014,2.8,13.4,2.246,0.029,21
11-Nov-2014,NaN,NaN,NaN,NaN,21
12-Nov-2014,2.5,10.975,1.98025,0.014,21
13-Nov-2014,0.975,10.55,1.0715,0.01025,21
14-Nov-2014,3.6,9.7,3.015,0.008,21
15-Nov-2014,NaN,NaN,NaN,NaN,21
16-Nov-2014,NaN,NaN,NaN,NaN,21
17-Nov-2014,NaN,NaN,NaN,NaN,21
18-Nov-2014,2.7,11.3,2.327,0.028,21
19-Nov-2014,1.15,9.975,1.09525,0.0115,21
20-Nov-2014,1.65,8.675,2.04125,0.01775,21
21-Nov-2014,NaN,NaN,NaN,NaN,21
22-Nov-2014,NaN,NaN,NaN,NaN,21
23-Nov-2014,NaN,NaN,NaN,NaN,21
24-Nov-2014,2.6,10.8,2.29,0.036,21
25-Nov-2014,NaN,NaN,NaN,NaN,21
26-Nov-2014,6.675,10.1,2.65825,0.02525,21
27-Nov-2014,1.25,11.975,1.1315,0.00975,21
28-Nov-2014,NaN,NaN,NaN,NaN,21
29-Nov-2014,NaN,NaN,NaN,NaN,21
30-Nov-2014,NaN,NaN,NaN,NaN,21
01-Dec-2014,NaN,NaN,NaN,NaN,21
02-Dec-2014,1.7,6.95,1.625,0.023,21
03-Dec-2014,1.6,7.1,1.13725,0.01075,21
04-Dec-2014,2.025,6.325,2.58425,0.015,21
05-Dec-2014,NaN,NaN,NaN,NaN,21
06-Dec-2014,NaN,NaN,NaN,NaN,21
07-Dec-2014,NaN,NaN,NaN,NaN,21
08-Dec-2014,NaN,NaN,NaN,NaN,21
09-Dec-2014,1,4.3,2.669,0.033,21
10-Dec-2014,3,5.3,4.061,0.016,21
11-Dec-2014,2.46666666666667,5.96666666666667,2.6165,0.0148333333333333,21
12-Dec-2014,1.575,6.475,1.265,0.00825,21
13-Dec-2014,NaN,NaN,NaN,NaN,21
14-Dec-2014,NaN,NaN,NaN,NaN,21
15-Dec-2014,NaN,NaN,NaN,NaN,21
16-Dec-2014,NaN,NaN,NaN,NaN,21
17-Dec-2014,NaN,NaN,NaN,NaN,21
18-Dec-2014,NaN,NaN,NaN,NaN,21
19-Dec-2014,NaN,NaN,NaN,NaN,21
20-Dec-2014,NaN,NaN,NaN,NaN,21
21-Dec-2014,NaN,NaN,NaN,NaN,21
22-Dec-2014,NaN,NaN,NaN,NaN,21
23-Dec-2014,NaN,NaN,NaN,NaN,21
24-Dec-2014,NaN,NaN,NaN,NaN,21
25-Dec-2014,NaN,NaN,NaN,NaN,21
26-Dec-2014,NaN,NaN,NaN,NaN,21
27-Dec-2014,NaN,NaN,NaN,NaN,21
28-Dec-2014,NaN,NaN,NaN,NaN,21
29-Dec-2014,NaN,NaN,NaN,NaN,21
30-Dec-2014,NaN,NaN,NaN,NaN,21
31-Dec-2014,NaN,NaN,NaN,NaN,21
01-Jan-2015,NaN,NaN,NaN,NaN,21
02-Jan-2015,NaN,NaN,NaN,NaN,21
03-Jan-2015,NaN,NaN,NaN,NaN,21
04-Jan-2015,NaN,NaN,NaN,NaN,21
05-Jan-2015,55.7,5.4,4.144,0.016,21
06-Jan-2015,1.45,3.95,1.889,0.027,21
07-Jan-2015,1,2.025,1.7825,0.0115,21
08-Jan-2015,2.625,2.5,2.8955,0.03025,21
09-Jan-2015,NaN,NaN,NaN,NaN,21
10-Jan-2015,NaN,NaN,NaN,NaN,21
11-Jan-2015,NaN,NaN,NaN,NaN,21
12-Jan-2015,3.2,3.2,2.813,0.057,21
13-Jan-2015,NaN,NaN,NaN,NaN,21
14-Jan-2015,2.46666666666667,3,2.209,0.0223333333333333,21
15-Jan-2015,1.48571428571429,4.08571428571429,2.63242857142857,0.0177142857142857,21
16-Jan-2015,NaN,NaN,NaN,NaN,21
17-Jan-2015,NaN,NaN,NaN,NaN,21
18-Jan-2015,NaN,NaN,NaN,NaN,21
19-Jan-2015,NaN,NaN,NaN,NaN,21
20-Jan-2015,4.8,6,3.083,0.043,21
21-Jan-2015,1.58,3.9,1.7308,0.0118,21
22-Jan-2015,2.03333333333333,5.56666666666667,1.71633333333333,0.036,21
23-Jan-2015,NaN,NaN,NaN,NaN,21
24-Jan-2015,NaN,NaN,NaN,NaN,21
25-Jan-2015,NaN,NaN,NaN,NaN,21
26-Jan-2015,6.6,6.4,2.615,0.046,21
27-Jan-2015,NaN,NaN,NaN,NaN,21
28-Jan-2015,2.36666666666667,2.93333333333333,1.7,0.0206666666666667,21
29-Jan-2015,1.96,3.88,2.6264,0.0136,21
30-Jan-2015,NaN,NaN,NaN,NaN,21
31-Jan-2015,NaN,NaN,NaN,NaN,21
01-Feb-2015,NaN,NaN,NaN,NaN,21
02-Feb-2015,3.95,4.1,2.342,0.025,21
03-Feb-2015,7.1,4.2,1.8825,0.037,21
04-Feb-2015,1.36,3.88,2.2976,0.0126,21
05-Feb-2015,3.46666666666667,5.83333333333333,1.79433333333333,0.0266666666666667,21
06-Feb-2015,NaN,NaN,NaN,NaN,21
07-Feb-2015,NaN,NaN,NaN,NaN,21
08-Feb-2015,NaN,NaN,NaN,NaN,21
09-Feb-2015,13.5,3.6,2.597,0.044,21
10-Feb-2015,5.9,7.2,3.179,0.021,21
11-Feb-2015,1.96666666666667,3.6,1.981,0.031,21
12-Feb-2015,1.26,4.18,1.5766,0.0132,21
13-Feb-2015,NaN,NaN,NaN,NaN,21
14-Feb-2015,NaN,NaN,NaN,NaN,21
15-Feb-2015,NaN,NaN,NaN,NaN,21
16-Feb-2015,NaN,NaN,NaN,NaN,21
17-Feb-2015,NaN,NaN,NaN,NaN,21
18-Feb-2015,NaN,NaN,NaN,NaN,21
19-Feb-2015,NaN,NaN,NaN,NaN,21
20-Feb-2015,NaN,NaN,NaN,NaN,21
21-Feb-2015,NaN,NaN,NaN,NaN,21
22-Feb-2015,NaN,NaN,NaN,NaN,21
23-Feb-2015,NaN,NaN,NaN,NaN,21
24-Feb-2015,NaN,NaN,NaN,NaN,21
25-Feb-2015,NaN,NaN,NaN,NaN,21
26-Feb-2015,NaN,NaN,NaN,NaN,21
27-Feb-2015,NaN,NaN,NaN,NaN,21
28-Feb-2015,NaN,NaN,NaN,NaN,21
01-Mar-2015,NaN,NaN,NaN,NaN,21
02-Mar-2015,11.8,7.95,2.9005,0.043,21
03-Mar-2015,0.8,2,1.27,0.022,21
04-Mar-2015,3.3,5.6,2.035,0.0266666666666667,21
05-Mar-2015,1.12,5.52,2.1876,0.0134,21
06-Mar-2015,NaN,NaN,NaN,NaN,21
07-Mar-2015,NaN,NaN,NaN,NaN,21
08-Mar-2015,NaN,NaN,NaN,NaN,21
09-Mar-2015,NaN,NaN,NaN,NaN,21
10-Mar-2015,32.9,7.2,2.708,0.07,21
11-Mar-2015,1.5,3.78,1.3386,0.009,21
12-Mar-2015,4.9,8.38,1.727,0.0478,21
13-Mar-2015,NaN,NaN,NaN,NaN,21
14-Mar-2015,NaN,NaN,NaN,NaN,21
15-Mar-2015,NaN,NaN,NaN,NaN,21
16-Mar-2015,40.9,9.6,2.271,0.05,21
17-Mar-2015,NaN,NaN,NaN,NaN,21
18-Mar-2015,8.7,10.4,1.80533333333333,0.04,21
19-Mar-2015,3.88,9.8,2.4376,0.0338,21
20-Mar-2015,NaN,NaN,NaN,NaN,21
21-Mar-2015,NaN,NaN,NaN,NaN,21
22-Mar-2015,NaN,NaN,NaN,NaN,21
23-Mar-2015,NaN,NaN,NaN,NaN,21
24-Mar-2015,8.7,13,2.823,0.045,21
25-Mar-2015,1.3,8.96,1.9796,0.0114,21
26-Mar-2015,2.96666666666667,14.2666666666667,2.03133333333333,0.018,21
27-Mar-2015,NaN,NaN,NaN,NaN,21
28-Mar-2015,NaN,NaN,NaN,NaN,21
29-Mar-2015,NaN,NaN,NaN,NaN,21
30-Mar-2015,NaN,NaN,NaN,NaN,21
31-Mar-2015,NaN,NaN,NaN,NaN,21
01-Apr-2015,NaN,NaN,NaN,NaN,21
02-Apr-2015,1,14,1.622,0.017,21
03-Apr-2015,NaN,NaN,NaN,NaN,21
04-Apr-2015,NaN,NaN,NaN,NaN,21
05-Apr-2015,NaN,NaN,NaN,NaN,21
06-Apr-2015,7.4,14.9,2.319,0.066,21
07-Apr-2015,NaN,NaN,NaN,NaN,21
08-Apr-2015,5.48,11.18,1.8636,0.0316,21
09-Apr-2015,1.48,10.98,1.4076,0.019,21
10-Apr-2015,NaN,NaN,NaN,NaN,21
11-Apr-2015,NaN,NaN,NaN,NaN,21
12-Apr-2015,NaN,NaN,NaN,NaN,21
13-Apr-2015,NaN,NaN,NaN,NaN,21
14-Apr-2015,3.6,15.2,2.222,0.049,21
15-Apr-2015,6.3,16.7,3.046,0.052,21
16-Apr-2015,1.88,13.1,1.6788,0.0188,21
17-Apr-2015,4.66666666666667,16.5666666666667,2.132,0.0196666666666667,21
18-Apr-2015,NaN,NaN,NaN,NaN,21
19-Apr-2015,NaN,NaN,NaN,NaN,21
20-Apr-2015,NaN,NaN,NaN,NaN,21
