Time,Chla,Tw,TN,TP,Basin
26-Feb-2015,NaN,NaN,NaN,NaN,7
27-Feb-2015,NaN,NaN,NaN,NaN,7
28-Feb-2015,NaN,NaN,NaN,NaN,7
01-Mar-2015,NaN,NaN,NaN,NaN,7
02-Mar-2015,9.8,6,2.551,0.022,7
03-Mar-2015,2.4,7,3.018,0.021,7
04-Mar-2015,NaN,NaN,NaN,NaN,7
05-Mar-2015,NaN,NaN,NaN,NaN,7
06-Mar-2015,NaN,NaN,NaN,NaN,7
07-Mar-2015,NaN,NaN,NaN,NaN,7
08-Mar-2015,NaN,NaN,NaN,NaN,7
09-Mar-2015,5,9.14,2.3126,0.0174,7
10-Mar-2015,19.4,6,2.642,0.005,7
11-Mar-2015,NaN,NaN,NaN,NaN,7
12-Mar-2015,NaN,NaN,NaN,NaN,7
13-Mar-2015,NaN,NaN,NaN,NaN,7
14-Mar-2015,NaN,NaN,NaN,NaN,7
15-Mar-2015,NaN,NaN,NaN,NaN,7
16-Mar-2015,15.1,5.8,2.532,0.019,7
17-Mar-2015,1.7,13.5,1.221,0.017,7
18-Mar-2015,NaN,NaN,NaN,NaN,7
19-Mar-2015,NaN,NaN,NaN,NaN,7
20-Mar-2015,NaN,NaN,NaN,NaN,7
21-Mar-2015,NaN,NaN,NaN,NaN,7
22-Mar-2015,NaN,NaN,NaN,NaN,7
23-Mar-2015,9.1,10.95,2.1315,0.0285,7
24-Mar-2015,NaN,NaN,NaN,NaN,7
25-Mar-2015,NaN,NaN,NaN,NaN,7
26-Mar-2015,NaN,NaN,NaN,NaN,7
27-Mar-2015,NaN,NaN,NaN,NaN,7
28-Mar-2015,NaN,NaN,NaN,NaN,7
29-Mar-2015,NaN,NaN,NaN,NaN,7
30-Mar-2015,18.7,11,2.419,0.028,7
31-Mar-2015,NaN,NaN,NaN,NaN,7
01-Apr-2015,NaN,NaN,NaN,NaN,7
02-Apr-2015,NaN,NaN,NaN,NaN,7
03-Apr-2015,NaN,NaN,NaN,NaN,7
04-Apr-2015,NaN,NaN,NaN,NaN,7
05-Apr-2015,NaN,NaN,NaN,NaN,7
06-Apr-2015,7.05,12.05,2.34325,0.01725,7
07-Apr-2015,9.5,11.55,1.9025,0.0245,7
08-Apr-2015,NaN,NaN,NaN,NaN,7
09-Apr-2015,NaN,NaN,NaN,NaN,7
10-Apr-2015,NaN,NaN,NaN,NaN,7
11-Apr-2015,NaN,NaN,NaN,NaN,7
12-Apr-2015,NaN,NaN,NaN,NaN,7
13-Apr-2015,5.04,12.4,1.9576,0.0168,7
14-Apr-2015,18.8,14,2.33,0.018,7
15-Apr-2015,NaN,NaN,NaN,NaN,7
16-Apr-2015,NaN,NaN,NaN,NaN,7
17-Apr-2015,NaN,NaN,NaN,NaN,7
18-Apr-2015,NaN,NaN,NaN,NaN,7
19-Apr-2015,NaN,NaN,NaN,NaN,7
20-Apr-2015,5.625,13.2,2.27775,0.01925,7
21-Apr-2015,12.1,14,2.271,0.029,7
22-Apr-2015,NaN,NaN,NaN,NaN,7
23-Apr-2015,NaN,NaN,NaN,NaN,7
24-Apr-2015,NaN,NaN,NaN,NaN,7
25-Apr-2015,NaN,NaN,NaN,NaN,7
26-Apr-2015,NaN,NaN,NaN,NaN,7
27-Apr-2015,5.56,19.14,2.1342,0.0204,7
28-Apr-2015,19,19,1.979,0.019,7
29-Apr-2015,NaN,NaN,NaN,NaN,7
30-Apr-2015,NaN,NaN,NaN,NaN,7
01-May-2015,NaN,NaN,NaN,NaN,7
02-May-2015,NaN,NaN,NaN,NaN,7
03-May-2015,NaN,NaN,NaN,NaN,7
04-May-2015,9.05,19.65,2.05525,0.01725,7
05-May-2015,NaN,NaN,NaN,NaN,7
06-May-2015,4.45,20.75,1.814,0.0245,7
07-May-2015,NaN,NaN,NaN,NaN,7
08-May-2015,NaN,NaN,NaN,NaN,7
09-May-2015,NaN,NaN,NaN,NaN,7
10-May-2015,NaN,NaN,NaN,NaN,7
11-May-2015,5.72,20.42,1.9234,0.0256,7
12-May-2015,10.2,20,1.882,0.008,7
13-May-2015,NaN,NaN,NaN,NaN,7
14-May-2015,NaN,NaN,NaN,NaN,7
15-May-2015,NaN,NaN,NaN,NaN,7
16-May-2015,NaN,NaN,NaN,NaN,7
17-May-2015,NaN,NaN,NaN,NaN,7
18-May-2015,10.85,21,1.995,0.0185,7
19-May-2015,14.25,20.8,2.086,0.046,7
20-May-2015,NaN,NaN,NaN,NaN,7
21-May-2015,NaN,NaN,NaN,NaN,7
22-May-2015,NaN,NaN,NaN,NaN,7
23-May-2015,NaN,NaN,NaN,NaN,7
24-May-2015,NaN,NaN,NaN,NaN,7
25-May-2015,NaN,NaN,NaN,NaN,7
26-May-2015,10,23.78,1.7234,0.0324,7
27-May-2015,13.9,26,1.741,0.027,7
28-May-2015,NaN,NaN,NaN,NaN,7
29-May-2015,NaN,NaN,NaN,NaN,7
30-May-2015,NaN,NaN,NaN,NaN,7
31-May-2015,NaN,NaN,NaN,NaN,7
01-Jun-2015,12.125,23.125,2.83425,0.0215,7
02-Jun-2015,8.4,24.2,2.1405,0.0325,7
03-Jun-2015,NaN,NaN,NaN,NaN,7
04-Jun-2015,NaN,NaN,NaN,NaN,7
05-Jun-2015,NaN,NaN,NaN,NaN,7
06-Jun-2015,NaN,NaN,NaN,NaN,7
07-Jun-2015,NaN,NaN,NaN,NaN,7
08-Jun-2015,8.88,21.5,2.4752,0.0204,7
09-Jun-2015,15.5,26,2.854,0.016,7
10-Jun-2015,NaN,NaN,NaN,NaN,7
11-Jun-2015,NaN,NaN,NaN,NaN,7
12-Jun-2015,NaN,NaN,NaN,NaN,7
13-Jun-2015,NaN,NaN,NaN,NaN,7
14-Jun-2015,NaN,NaN,NaN,NaN,7
15-Jun-2015,7.325,23.75,1.73625,0.02475,7
16-Jun-2015,11.8,27.1,1.442,0.0345,7
17-Jun-2015,NaN,NaN,NaN,NaN,7
18-Jun-2015,NaN,NaN,NaN,NaN,7
19-Jun-2015,NaN,NaN,NaN,NaN,7
20-Jun-2015,NaN,NaN,NaN,NaN,7
21-Jun-2015,NaN,NaN,NaN,NaN,7
22-Jun-2015,7.82,24.28,2.0236,0.0338,7
23-Jun-2015,15.2,27,1.762,0.019,7
24-Jun-2015,NaN,NaN,NaN,NaN,7
25-Jun-2015,NaN,NaN,NaN,NaN,7
26-Jun-2015,NaN,NaN,NaN,NaN,7
27-Jun-2015,NaN,NaN,NaN,NaN,7
28-Jun-2015,NaN,NaN,NaN,NaN,7
29-Jun-2015,12.1,21.8,1.865,0.034,7
30-Jun-2015,NaN,NaN,NaN,NaN,7
01-Jul-2015,NaN,NaN,NaN,NaN,7
02-Jul-2015,NaN,NaN,NaN,NaN,7
03-Jul-2015,NaN,NaN,NaN,NaN,7
04-Jul-2015,NaN,NaN,NaN,NaN,7
05-Jul-2015,NaN,NaN,NaN,NaN,7
06-Jul-2015,7.83333333333333,28,1.57033333333333,0.0133333333333333,7
07-Jul-2015,7.23333333333333,24.5,1.41333333333333,0.0403333333333333,7
08-Jul-2015,NaN,NaN,NaN,NaN,7
09-Jul-2015,NaN,NaN,NaN,NaN,7
10-Jul-2015,NaN,NaN,NaN,NaN,7
11-Jul-2015,NaN,NaN,NaN,NaN,7
12-Jul-2015,NaN,NaN,NaN,NaN,7
13-Jul-2015,4.15,23.325,1.8375,0.04375,7
14-Jul-2015,14.9,23.95,1.847,0.0265,7
15-Jul-2015,NaN,NaN,NaN,NaN,7
16-Jul-2015,NaN,NaN,NaN,NaN,7
17-Jul-2015,NaN,NaN,NaN,NaN,7
18-Jul-2015,NaN,NaN,NaN,NaN,7
19-Jul-2015,NaN,NaN,NaN,NaN,7
20-Jul-2015,10.875,25.9,1.7505,0.0195,7
21-Jul-2015,5.8,27.05,1.559,0.0355,7
22-Jul-2015,NaN,NaN,NaN,NaN,7
23-Jul-2015,NaN,NaN,NaN,NaN,7
24-Jul-2015,NaN,NaN,NaN,NaN,7
25-Jul-2015,NaN,NaN,NaN,NaN,7
26-Jul-2015,NaN,NaN,NaN,NaN,7
27-Jul-2015,7.65,29.125,1.6575,0.0155,7
28-Jul-2015,14,29,1.644,0.018,7
29-Jul-2015,NaN,NaN,NaN,NaN,7
30-Jul-2015,NaN,NaN,NaN,NaN,7
31-Jul-2015,NaN,NaN,NaN,NaN,7
01-Aug-2015,NaN,NaN,NaN,NaN,7
02-Aug-2015,NaN,NaN,NaN,NaN,7
03-Aug-2015,7.775,31.775,1.4345,0.027,7
04-Aug-2015,12.3,32,1.404,0.032,7
05-Aug-2015,NaN,NaN,NaN,NaN,7
06-Aug-2015,NaN,NaN,NaN,NaN,7
07-Aug-2015,NaN,NaN,NaN,NaN,7
08-Aug-2015,NaN,NaN,NaN,NaN,7
09-Aug-2015,NaN,NaN,NaN,NaN,7
10-Aug-2015,9.1,29.75,1.4765,0.027,7
11-Aug-2015,25.3,30,1.166,0.021,7
12-Aug-2015,NaN,NaN,NaN,NaN,7
13-Aug-2015,NaN,NaN,NaN,NaN,7
14-Aug-2015,NaN,NaN,NaN,NaN,7
15-Aug-2015,NaN,NaN,NaN,NaN,7
16-Aug-2015,NaN,NaN,NaN,NaN,7
17-Aug-2015,7.82,27.8,1.2072,0.0354,7
18-Aug-2015,20.8,30,1.044,0.039,7
19-Aug-2015,NaN,NaN,NaN,NaN,7
20-Aug-2015,NaN,NaN,NaN,NaN,7
21-Aug-2015,NaN,NaN,NaN,NaN,7
22-Aug-2015,NaN,NaN,NaN,NaN,7
23-Aug-2015,NaN,NaN,NaN,NaN,7
24-Aug-2015,11.625,27.175,1.2025,0.0195,7
25-Aug-2015,2.4,22.7,0.733,0.035,7
26-Aug-2015,15.5,28,1.099,0.038,7
27-Aug-2015,NaN,NaN,NaN,NaN,7
28-Aug-2015,NaN,NaN,NaN,NaN,7
29-Aug-2015,NaN,NaN,NaN,NaN,7
30-Aug-2015,NaN,NaN,NaN,NaN,7
31-Aug-2015,10.9,25.6,1.129,0.032,7
01-Sep-2015,4.95,25.775,1.24475,0.028,7
02-Sep-2015,46.6,27,1.302,0.033,7
03-Sep-2015,NaN,NaN,NaN,NaN,7
04-Sep-2015,NaN,NaN,NaN,NaN,7
05-Sep-2015,NaN,NaN,NaN,NaN,7
06-Sep-2015,NaN,NaN,NaN,NaN,7
07-Sep-2015,6.55,26.35,1.3225,0.0215,7
08-Sep-2015,24.5,24.65,1.0045,0.032,7
09-Sep-2015,NaN,NaN,NaN,NaN,7
10-Sep-2015,NaN,NaN,NaN,NaN,7
11-Sep-2015,NaN,NaN,NaN,NaN,7
12-Sep-2015,NaN,NaN,NaN,NaN,7
13-Sep-2015,NaN,NaN,NaN,NaN,7
14-Sep-2015,7.44,24.04,1.401,0.0314,7
15-Sep-2015,39.6,24,0.934,0.035,7
16-Sep-2015,NaN,NaN,NaN,NaN,7
17-Sep-2015,NaN,NaN,NaN,NaN,7
18-Sep-2015,NaN,NaN,NaN,NaN,7
19-Sep-2015,NaN,NaN,NaN,NaN,7
20-Sep-2015,NaN,NaN,NaN,NaN,7
21-Sep-2015,22.575,25.225,1.01775,0.019,7
22-Sep-2015,3.55,22.9,1.3265,0.0235,7
23-Sep-2015,NaN,NaN,NaN,NaN,7
24-Sep-2015,NaN,NaN,NaN,NaN,7
25-Sep-2015,NaN,NaN,NaN,NaN,7
26-Sep-2015,NaN,NaN,NaN,NaN,7
27-Sep-2015,NaN,NaN,NaN,NaN,7
28-Sep-2015,NaN,NaN,NaN,NaN,7
29-Sep-2015,NaN,NaN,NaN,NaN,7
30-Sep-2015,7.4,22.7,0.909,0.024,7
01-Oct-2015,NaN,NaN,NaN,NaN,7
02-Oct-2015,NaN,NaN,NaN,NaN,7
03-Oct-2015,NaN,NaN,NaN,NaN,7
04-Oct-2015,NaN,NaN,NaN,NaN,7
05-Oct-2015,11.64,21.28,1.0708,0.029,7
06-Oct-2015,13.1,23,0.894,0.059,7
07-Oct-2015,NaN,NaN,NaN,NaN,7
08-Oct-2015,NaN,NaN,NaN,NaN,7
09-Oct-2015,NaN,NaN,NaN,NaN,7
10-Oct-2015,NaN,NaN,NaN,NaN,7
11-Oct-2015,NaN,NaN,NaN,NaN,7
12-Oct-2015,7.925,18.075,1.26525,0.02175,7
13-Oct-2015,10.35,19.35,0.688,0.025,7
14-Oct-2015,NaN,NaN,NaN,NaN,7
15-Oct-2015,NaN,NaN,NaN,NaN,7
16-Oct-2015,NaN,NaN,NaN,NaN,7
17-Oct-2015,NaN,NaN,NaN,NaN,7
18-Oct-2015,NaN,NaN,NaN,NaN,7
19-Oct-2015,6.9,18.48,1.1506,0.0134,7
20-Oct-2015,8.9,20,0.847,0.019,7
21-Oct-2015,NaN,NaN,NaN,NaN,7
22-Oct-2015,NaN,NaN,NaN,NaN,7
23-Oct-2015,NaN,NaN,NaN,NaN,7
24-Oct-2015,NaN,NaN,NaN,NaN,7
25-Oct-2015,NaN,NaN,NaN,NaN,7
26-Oct-2015,7.525,16.675,1.31975,0.018,7
27-Oct-2015,10.8,16.2,1.3975,0.0855,7
28-Oct-2015,NaN,NaN,NaN,NaN,7
29-Oct-2015,NaN,NaN,NaN,NaN,7
30-Oct-2015,NaN,NaN,NaN,NaN,7
31-Oct-2015,NaN,NaN,NaN,NaN,7
01-Nov-2015,NaN,NaN,NaN,NaN,7
02-Nov-2015,8.78,13.28,1.2796,0.0152,7
03-Nov-2015,15.1,17,0.987,0.029,7
04-Nov-2015,NaN,NaN,NaN,NaN,7
05-Nov-2015,NaN,NaN,NaN,NaN,7
06-Nov-2015,NaN,NaN,NaN,NaN,7
07-Nov-2015,NaN,NaN,NaN,NaN,7
08-Nov-2015,NaN,NaN,NaN,NaN,7
09-Nov-2015,6.3,14.225,1.64175,0.01025,7
10-Nov-2015,7.35,14.85,1.161,0.0225,7
11-Nov-2015,NaN,NaN,NaN,NaN,7
12-Nov-2015,NaN,NaN,NaN,NaN,7
13-Nov-2015,NaN,NaN,NaN,NaN,7
14-Nov-2015,NaN,NaN,NaN,NaN,7
15-Nov-2015,NaN,NaN,NaN,NaN,7
16-Nov-2015,5,13.5,1.8018,0.0182,7
17-Nov-2015,15.4,15,1.243,0.024,7
18-Nov-2015,NaN,NaN,NaN,NaN,7
19-Nov-2015,NaN,NaN,NaN,NaN,7
20-Nov-2015,NaN,NaN,NaN,NaN,7
21-Nov-2015,NaN,NaN,NaN,NaN,7
22-Nov-2015,NaN,NaN,NaN,NaN,7
23-Nov-2015,3.3,12.75,2.16275,0.01175,7
24-Nov-2015,7,12.5,1.6645,0.0175,7
25-Nov-2015,NaN,NaN,NaN,NaN,7
26-Nov-2015,NaN,NaN,NaN,NaN,7
27-Nov-2015,NaN,NaN,NaN,NaN,7
28-Nov-2015,NaN,NaN,NaN,NaN,7
29-Nov-2015,NaN,NaN,NaN,NaN,7
30-Nov-2015,6.5,10.2,2.233,0.021,7
01-Dec-2015,1.3,8.33333333333333,2.739,0.011,7
02-Dec-2015,10.25,8.55,1.817,0.0125,7
03-Dec-2015,NaN,NaN,NaN,NaN,7
04-Dec-2015,NaN,NaN,NaN,NaN,7
05-Dec-2015,NaN,NaN,NaN,NaN,7
06-Dec-2015,NaN,NaN,NaN,NaN,7
07-Dec-2015,4.2,6.2,2.7655,0.01075,7
08-Dec-2015,6.9,9.35,1.757,0.01,7
09-Dec-2015,NaN,NaN,NaN,NaN,7
10-Dec-2015,NaN,NaN,NaN,NaN,7
11-Dec-2015,NaN,NaN,NaN,NaN,7
12-Dec-2015,NaN,NaN,NaN,NaN,7
13-Dec-2015,NaN,NaN,NaN,NaN,7
14-Dec-2015,5.4,6.8,2.97025,0.009,7
15-Dec-2015,12.4,8,2.303,0.007,7
16-Dec-2015,NaN,NaN,NaN,NaN,7
17-Dec-2015,NaN,NaN,NaN,NaN,7
18-Dec-2015,NaN,NaN,NaN,NaN,7
19-Dec-2015,NaN,NaN,NaN,NaN,7
20-Dec-2015,NaN,NaN,NaN,NaN,7
21-Dec-2015,3.825,4.575,3.06225,0.01425,7
22-Dec-2015,9.7,6,2.705,0.015,7
23-Dec-2015,NaN,NaN,NaN,NaN,7
24-Dec-2015,NaN,NaN,NaN,NaN,7
25-Dec-2015,NaN,NaN,NaN,NaN,7
26-Dec-2015,NaN,NaN,NaN,NaN,7
27-Dec-2015,NaN,NaN,NaN,NaN,7
28-Dec-2015,6.2,4.6,2.781,0.015,7
29-Dec-2015,NaN,NaN,NaN,NaN,7
30-Dec-2015,NaN,NaN,NaN,NaN,7
31-Dec-2015,NaN,NaN,NaN,NaN,7
01-Jan-2016,NaN,NaN,NaN,NaN,7
02-Jan-2016,NaN,NaN,NaN,NaN,7
03-Jan-2016,NaN,NaN,NaN,NaN,7
04-Jan-2016,3.775,4.475,3.84725,0.01475,7
05-Jan-2016,6.6,5,2.587,0.011,7
06-Jan-2016,NaN,NaN,NaN,NaN,7
07-Jan-2016,NaN,NaN,NaN,NaN,7
08-Jan-2016,NaN,NaN,NaN,NaN,7
09-Jan-2016,NaN,NaN,NaN,NaN,7
10-Jan-2016,NaN,NaN,NaN,NaN,7
11-Jan-2016,4.825,3.6,3.5105,0.01375,7
12-Jan-2016,5.9,4.7,1.8955,0.0155,7
13-Jan-2016,NaN,NaN,NaN,NaN,7
14-Jan-2016,NaN,NaN,NaN,NaN,7
15-Jan-2016,NaN,NaN,NaN,NaN,7
16-Jan-2016,NaN,NaN,NaN,NaN,7
17-Jan-2016,NaN,NaN,NaN,NaN,7
18-Jan-2016,5.7,3.425,3.39325,0.00775,7
19-Jan-2016,9.2,3,2.628,0.011,7
20-Jan-2016,10.9,2,3.307,0.014,7
21-Jan-2016,NaN,NaN,NaN,NaN,7
22-Jan-2016,NaN,NaN,NaN,NaN,7
23-Jan-2016,NaN,NaN,NaN,NaN,7
24-Jan-2016,NaN,NaN,NaN,NaN,7
25-Jan-2016,NaN,NaN,NaN,NaN,7
26-Jan-2016,4.56666666666667,1.66666666666667,3.81966666666667,0.013,7
27-Jan-2016,NaN,5.8,0.928,0.01,7
28-Jan-2016,NaN,NaN,NaN,NaN,7
29-Jan-2016,3,1,4.454,0.013,7
30-Jan-2016,NaN,NaN,NaN,NaN,7
31-Jan-2016,NaN,NaN,NaN,NaN,7
01-Feb-2016,3.5,2.85,3.5425,0.022,7
02-Feb-2016,5.4,4,2.989,0.016,7
03-Feb-2016,NaN,NaN,NaN,NaN,7
04-Feb-2016,NaN,NaN,NaN,NaN,7
05-Feb-2016,NaN,NaN,NaN,NaN,7
06-Feb-2016,NaN,NaN,NaN,NaN,7
07-Feb-2016,NaN,NaN,NaN,NaN,7
08-Feb-2016,NaN,NaN,NaN,NaN,7
09-Feb-2016,NaN,NaN,NaN,NaN,7
10-Feb-2016,NaN,NaN,NaN,NaN,7
11-Feb-2016,4.375,4,4.04975,0.014,7
12-Feb-2016,NaN,NaN,NaN,NaN,7
13-Feb-2016,NaN,NaN,NaN,NaN,7
14-Feb-2016,NaN,NaN,NaN,NaN,7
15-Feb-2016,7.475,3.975,3.94675,0.0115,7
16-Feb-2016,7.2,4.15,3.258,0.0235,7
17-Feb-2016,NaN,NaN,NaN,NaN,7
18-Feb-2016,NaN,NaN,NaN,NaN,7
19-Feb-2016,NaN,NaN,NaN,NaN,7
20-Feb-2016,NaN,NaN,NaN,NaN,7
21-Feb-2016,NaN,NaN,NaN,NaN,7
22-Feb-2016,8.375,5.24,3.66,0.0196,7
23-Feb-2016,9.1,5,3.485,0.02,7
24-Feb-2016,NaN,NaN,NaN,NaN,7
25-Feb-2016,NaN,NaN,NaN,NaN,7
26-Feb-2016,NaN,NaN,NaN,NaN,7
27-Feb-2016,NaN,NaN,NaN,NaN,7
28-Feb-2016,NaN,NaN,NaN,NaN,7
01-Mar-2016,NaN,NaN,NaN,NaN,7
02-Mar-2016,NaN,NaN,NaN,NaN,7
03-Mar-2016,NaN,NaN,NaN,NaN,7
04-Mar-2016,NaN,NaN,NaN,NaN,7
05-Mar-2016,NaN,NaN,NaN,NaN,7
06-Mar-2016,NaN,NaN,NaN,NaN,7
07-Mar-2016,20.1,10.975,3.63725,0.0405,7
08-Mar-2016,26.6,8.4,4.129,0.041,7
09-Mar-2016,NaN,NaN,NaN,NaN,7
10-Mar-2016,NaN,NaN,NaN,NaN,7
11-Mar-2016,NaN,NaN,NaN,NaN,7
12-Mar-2016,NaN,NaN,NaN,NaN,7
13-Mar-2016,NaN,NaN,NaN,NaN,7
14-Mar-2016,10.625,8.2,4.2208,0.0204,7
15-Mar-2016,35.3,8,6.307,0.038,7
16-Mar-2016,NaN,NaN,NaN,NaN,7
17-Mar-2016,NaN,NaN,NaN,NaN,7
18-Mar-2016,NaN,NaN,NaN,NaN,7
19-Mar-2016,NaN,NaN,NaN,NaN,7
20-Mar-2016,NaN,NaN,NaN,NaN,7
21-Mar-2016,15.375,10.6,3.49125,0.01775,7
22-Mar-2016,31.6,14.25,2.056,0.016,7
23-Mar-2016,NaN,NaN,NaN,NaN,7
24-Mar-2016,NaN,NaN,NaN,NaN,7
25-Mar-2016,NaN,NaN,NaN,NaN,7
26-Mar-2016,NaN,NaN,NaN,NaN,7
27-Mar-2016,NaN,NaN,NaN,NaN,7
28-Mar-2016,10.5,12.34,3.0292,0.0146,7
29-Mar-2016,17.2,12,2.84,0.019,7
30-Mar-2016,NaN,NaN,NaN,NaN,7
31-Mar-2016,NaN,NaN,NaN,NaN,7
01-Apr-2016,NaN,NaN,NaN,NaN,7
02-Apr-2016,NaN,NaN,NaN,NaN,7
03-Apr-2016,NaN,NaN,NaN,NaN,7
04-Apr-2016,6.66666666666667,13.6666666666667,2.98233333333333,0.0136666666666667,7
05-Apr-2016,9.45,16.3666666666667,2.189,0.0283333333333333,7
06-Apr-2016,NaN,NaN,NaN,NaN,7
07-Apr-2016,NaN,NaN,NaN,NaN,7
08-Apr-2016,NaN,NaN,NaN,NaN,7
09-Apr-2016,NaN,NaN,NaN,NaN,7
10-Apr-2016,NaN,NaN,NaN,NaN,7
11-Apr-2016,10.025,16.48,2.7176,0.0172,7
12-Apr-2016,18.6,16,2.456,0.012,7
13-Apr-2016,NaN,NaN,NaN,NaN,7
14-Apr-2016,NaN,NaN,NaN,NaN,7
15-Apr-2016,NaN,NaN,NaN,NaN,7
16-Apr-2016,NaN,NaN,NaN,NaN,7
17-Apr-2016,NaN,NaN,NaN,NaN,7
18-Apr-2016,10.6333333333333,16.9666666666667,3.071,0.026,7
19-Apr-2016,8.4,17.1666666666667,2.647,0.034,7
20-Apr-2016,NaN,NaN,NaN,NaN,7
21-Apr-2016,NaN,NaN,NaN,NaN,7
22-Apr-2016,NaN,NaN,NaN,NaN,7
23-Apr-2016,NaN,NaN,NaN,NaN,7
24-Apr-2016,NaN,NaN,NaN,NaN,7
25-Apr-2016,10.475,17.88,2.7748,0.0228,7
26-Apr-2016,8,21,3.185,0.018,7
27-Apr-2016,NaN,NaN,NaN,NaN,7
28-Apr-2016,NaN,NaN,NaN,NaN,7
29-Apr-2016,NaN,NaN,NaN,NaN,7
30-Apr-2016,NaN,NaN,NaN,NaN,7
01-May-2016,NaN,NaN,NaN,NaN,7
02-May-2016,15.7,20.2666666666667,2.635,0.0206666666666667,7
03-May-2016,18.7,20,2.438,0.015,7
04-May-2016,NaN,NaN,NaN,NaN,7
05-May-2016,NaN,NaN,NaN,NaN,7
06-May-2016,NaN,NaN,NaN,NaN,7
07-May-2016,NaN,NaN,NaN,NaN,7
08-May-2016,NaN,NaN,NaN,NaN,7
09-May-2016,11.85,19.38,2.177,0.0224,7
10-May-2016,6.3,20,2.209,0.022,7
11-May-2016,NaN,NaN,NaN,NaN,7
12-May-2016,NaN,NaN,NaN,NaN,7
13-May-2016,NaN,NaN,NaN,NaN,7
14-May-2016,NaN,NaN,NaN,NaN,7
15-May-2016,NaN,NaN,NaN,NaN,7
16-May-2016,12.2333333333333,19.4,1.75966666666667,0.0173333333333333,7
17-May-2016,18.95,22.3666666666667,2.02566666666667,0.0243333333333333,7
18-May-2016,NaN,NaN,NaN,NaN,7
19-May-2016,NaN,NaN,NaN,NaN,7
20-May-2016,NaN,NaN,NaN,NaN,7
21-May-2016,NaN,NaN,NaN,NaN,7
22-May-2016,NaN,NaN,NaN,NaN,7
23-May-2016,10.025,23.08,1.6588,0.0172,7
24-May-2016,9.2,22,1.587,0.012,7
25-May-2016,NaN,NaN,NaN,NaN,7
26-May-2016,NaN,NaN,NaN,NaN,7
27-May-2016,NaN,NaN,NaN,NaN,7
28-May-2016,NaN,NaN,NaN,NaN,7
29-May-2016,NaN,NaN,NaN,NaN,7
30-May-2016,38.2,22.8,1.62,0.023,7
31-May-2016,NaN,NaN,NaN,NaN,7
01-Jun-2016,NaN,NaN,NaN,NaN,7
02-Jun-2016,NaN,NaN,NaN,NaN,7
03-Jun-2016,NaN,NaN,NaN,NaN,7
04-Jun-2016,NaN,NaN,NaN,NaN,7
05-Jun-2016,NaN,NaN,NaN,NaN,7
06-Jun-2016,NaN,NaN,NaN,NaN,7
07-Jun-2016,12.3,23.6333333333333,1.44566666666667,0.0126666666666667,7
08-Jun-2016,13,24.3,1.66866666666667,0.0206666666666667,7
09-Jun-2016,NaN,NaN,NaN,NaN,7
10-Jun-2016,NaN,NaN,NaN,NaN,7
11-Jun-2016,NaN,NaN,NaN,NaN,7
12-Jun-2016,NaN,NaN,NaN,NaN,7
13-Jun-2016,7.625,25.98,1.424,0.0218,7
14-Jun-2016,4.4,26,1.317,0.019,7
15-Jun-2016,NaN,NaN,NaN,NaN,7
16-Jun-2016,NaN,NaN,NaN,NaN,7
17-Jun-2016,NaN,NaN,NaN,NaN,7
18-Jun-2016,NaN,NaN,NaN,NaN,7
19-Jun-2016,NaN,NaN,NaN,NaN,7
20-Jun-2016,7.8,24.7666666666667,1.24733333333333,0.0166666666666667,7
21-Jun-2016,10.55,27,1.32966666666667,0.0253333333333333,7
22-Jun-2016,NaN,NaN,NaN,NaN,7
23-Jun-2016,NaN,NaN,NaN,NaN,7
24-Jun-2016,NaN,NaN,NaN,NaN,7
25-Jun-2016,NaN,NaN,NaN,NaN,7
26-Jun-2016,NaN,NaN,NaN,NaN,7
27-Jun-2016,5.9,24.48,1.237,0.0206,7
28-Jun-2016,18.1,26,1.29,0.023,7
29-Jun-2016,NaN,NaN,NaN,NaN,7
30-Jun-2016,NaN,NaN,NaN,NaN,7
01-Jul-2016,NaN,NaN,NaN,NaN,7
02-Jul-2016,NaN,NaN,NaN,NaN,7
03-Jul-2016,NaN,NaN,NaN,NaN,7
04-Jul-2016,6.56666666666667,21.9,2.14866666666667,0.0666666666666667,7
05-Jul-2016,8.75,21.7,3.057,0.205,7
06-Jul-2016,NaN,NaN,NaN,NaN,7
07-Jul-2016,NaN,NaN,NaN,NaN,7
08-Jul-2016,NaN,NaN,NaN,NaN,7
09-Jul-2016,NaN,NaN,NaN,NaN,7
10-Jul-2016,NaN,NaN,NaN,NaN,7
11-Jul-2016,8.4,26.96,3.183,0.0636,7
12-Jul-2016,15.2,26.9,3.332,0.037,7
13-Jul-2016,NaN,NaN,NaN,NaN,7
14-Jul-2016,NaN,NaN,NaN,NaN,7
15-Jul-2016,NaN,NaN,NaN,NaN,7
16-Jul-2016,NaN,NaN,NaN,NaN,7
17-Jul-2016,NaN,NaN,NaN,NaN,7
18-Jul-2016,8.56666666666667,24.4333333333333,2.633,0.0353333333333333,7
19-Jul-2016,37.45,27.5333333333333,2.461,0.036,7
20-Jul-2016,NaN,NaN,NaN,NaN,7
21-Jul-2016,NaN,NaN,NaN,NaN,7
22-Jul-2016,NaN,NaN,NaN,NaN,7
23-Jul-2016,NaN,NaN,NaN,NaN,7
24-Jul-2016,NaN,NaN,NaN,NaN,7
